-9.990000 1.000000 1.000000 -1.000000 -1.000000
-9.970000 1.000000 1.000000 -1.000000 -1.000000
-9.950000 1.000000 1.000000 -1.000000 -1.000000
-9.930000 1.000000 1.000000 -1.000000 -1.000000
-9.910000 1.000000 1.000000 -1.000000 -1.000000
-9.890000 1.000000 1.000000 -1.000000 -1.000000
-9.870000 1.000000 1.000000 -1.000000 -1.000000
-9.850000 1.000000 1.000000 -1.000000 -1.000000
-9.830000 1.000000 1.000000 -1.000000 -1.000000
-9.810000 1.000000 1.000000 -1.000000 -1.000000
-9.790000 1.000000 1.000000 -1.000000 -1.000000
-9.770000 1.000000 1.000000 -1.000000 -1.000000
-9.750000 1.000000 1.000000 -1.000000 -1.000000
-9.730000 1.000000 1.000000 -1.000000 -1.000000
-9.710000 1.000000 1.000000 -1.000000 -1.000000
-9.690000 1.000000 1.000000 -1.000000 -1.000000
-9.670000 1.000000 1.000000 -1.000000 -1.000000
-9.650000 1.000000 1.000000 -1.000000 -1.000000
-9.630000 1.000000 1.000000 -1.000000 -1.000000
-9.610000 1.000000 1.000000 -1.000000 -1.000000
-9.590000 1.000000 1.000000 -1.000000 -1.000000
-9.570000 1.000000 1.000000 -1.000000 -1.000000
-9.550000 1.000000 1.000000 -1.000000 -1.000000
-9.530000 1.000000 1.000000 -1.000000 -1.000000
-9.510000 1.000000 1.000000 -1.000000 -1.000000
-9.490000 1.000000 1.000000 -1.000000 -1.000000
-9.470000 1.000000 1.000000 -1.000000 -1.000000
-9.450000 1.000000 1.000000 -1.000000 -1.000000
-9.430000 1.000000 1.000000 -1.000000 -1.000000
-9.410000 1.000000 1.000000 -1.000000 -1.000000
-9.390000 1.000000 1.000000 -1.000000 -1.000000
-9.370000 1.000000 1.000000 -1.000000 -1.000000
-9.350000 1.000000 1.000000 -1.000000 -1.000000
-9.330000 1.000000 1.000000 -1.000000 -1.000000
-9.310000 1.000000 1.000000 -1.000000 -1.000000
-9.290000 1.000000 1.000000 -1.000000 -1.000000
-9.270000 1.000000 1.000000 -1.000000 -1.000000
-9.250000 1.000000 1.000000 -1.000000 -1.000000
-9.230000 1.000000 1.000000 -1.000000 -1.000000
-9.210000 1.000000 1.000000 -1.000000 -1.000000
-9.190000 1.000000 1.000000 -1.000000 -1.000000
-9.170000 1.000000 1.000000 -1.000000 -1.000000
-9.150000 1.000000 1.000000 -1.000000 -1.000000
-9.130000 1.000000 1.000000 -1.000000 -1.000000
-9.110000 1.000000 1.000000 -1.000000 -1.000000
