-9.980000 1.000000 1.000000 -1.000000 -1.000000
-9.940000 1.000000 1.000000 -1.000000 -1.000000
-9.900000 1.000000 1.000000 -1.000000 -1.000000
-9.860000 1.000000 1.000000 -1.000000 -1.000000
-9.820000 1.000000 1.000000 -1.000000 -1.000000
-9.780000 1.000000 1.000000 -1.000000 -1.000000
-9.740000 1.000000 1.000000 -1.000000 -1.000000
-9.700000 1.000000 1.000000 -1.000000 -1.000000
-9.660000 1.000000 1.000000 -1.000000 -1.000000
-9.620000 1.000000 1.000000 -1.000000 -1.000000
-9.580000 1.000000 1.000000 -1.000000 -1.000000
-9.540000 1.000000 1.000000 -1.000000 -1.000000
-9.500000 1.000000 1.000000 -1.000000 -1.000000
-9.460000 1.000000 1.000000 -1.000000 -1.000000
-9.420000 1.000000 1.000000 -1.000000 -1.000000
-9.380000 1.000000 1.000000 -1.000000 -1.000000
-9.340000 1.000000 1.000000 -1.000000 -1.000000
-9.300000 1.000000 1.000000 -1.000000 -1.000000
-9.260000 1.000000 1.000000 -1.000000 -1.000000
-9.220000 1.000000 1.000000 -1.000000 -1.000000
-9.180000 1.000000 1.000000 -1.000000 -1.000000
-9.140000 1.000000 1.000000 -1.000000 -1.000000
-9.100000 1.000000 1.000000 -1.000000 -1.000000
-9.060000 1.000000 1.000000 -1.000000 -1.000000
-9.020000 1.000000 1.000000 -1.000000 -1.000000
-8.980000 1.000000 1.000000 -1.000000 -1.000000
-8.940000 1.000000 1.000000 -1.000000 -1.000000
-8.900000 1.000000 1.000000 -1.000000 -1.000000
-8.860000 1.000000 1.000000 -1.000000 -1.000000
-8.820000 1.000000 1.000000 -1.000000 -1.000000
-8.780000 1.000000 1.000000 -1.000000 -1.000000
-8.740000 1.000000 1.000000 -1.000000 -1.000000
-8.700000 1.000000 1.000000 -1.000000 -1.000000
-8.660000 1.000000 1.000000 -1.000000 -1.000000
-8.620000 1.000000 1.000000 -1.000000 -1.000000
-8.580000 1.000000 1.000000 -1.000000 -1.000000
-8.540000 1.000000 1.000000 -1.000000 -1.000000
